hgnc	chrom	all	syn	mis	non	splice_site	frameshift
PTPN13	4	8.69653440696193e-05	2.31792548395608e-05	5.96651919762224e-05	4.09915267128282e-06	NA	4.7334990189183e-06
PTPN14	1	6.13525703445348e-05	1.77884115518596e-05	4.02508258711269e-05	2.55040375632038e-06	7.49917521081848e-07	2.25748568220101e-06
PTPN18	2	2.33508748695766e-05	7.09528137150792e-06	1.49748856203491e-05	6.84166392521111e-07	5.8246481725599e-07	8.76010858171639e-07
PTPN2	18	1.58977394759701e-05	3.73754266110374e-06	1.06444333959691e-05	1.16919307724714e-06	3.26618297669156e-07	7.90500036880348e-07
PTPN20A	10	1.71690125676489e-05	4.30269134489803e-06	1.17257085147581e-05	6.13911550819551e-07	5.1395882917517e-07	8.00001239230256e-07
PTPN20B	10	1.71690125676489e-05	4.30269134489803e-06	1.17257085147581e-05	6.13911550819551e-07	5.1395882917517e-07	8.00001239230256e-07
PTPN21	14	6.77748085951017e-05	2.14688225988544e-05	4.30845412964625e-05	2.45155962129533e-06	7.56607703734949e-07	2.23278255608712e-06
PTPN22	1	2.69230206775879e-05	6.39342452478837e-06	1.85497642857471e-05	1.0976790147401e-06	8.69156610743188e-07	1.53539430237448e-06
PTPN23	3	8.34452013359094e-05	2.47841230090814e-05	5.52197030610123e-05	2.34598529871207e-06	1.07754739233527e-06	3.11069365470586e-06
PTPN3	9	4.01947964446057e-05	1.18162976283314e-05	2.541036086072e-05	1.94980134079426e-06	1.00561180985358e-06	1.48788829056635e-06
PTPN4	2	3.5365685511812e-05	8.49066941531025e-06	2.34639647672458e-05	2.18744457634172e-06	1.204040286666e-06	1.7615229186899e-06
PTPN5	11	2.88814167030209e-05	9.04441657337728e-06	1.84269443889917e-05	8.88216082541997e-07	4.9396281647479e-07	1.07553610786707e-06
PTPN6	12	3.31156896075739e-05	9.89204510438627e-06	2.14642262457033e-05	1.15681621791938e-06	5.85104810105782e-07	1.18765029577374e-06
PTPN7	1	1.98078100961947e-05	5.28519893214489e-06	1.31499116871967e-05	9.76563576098921e-07	3.75351171689152e-07	8.85512060537209e-07
PTPN9	15	2.39301608425203e-05	5.99837541227186e-06	1.64723090811701e-05	9.41647370874419e-07	5.02524557550752e-07	1.12874284111085e-06
PTPRA	20	3.70235408020873e-05	1.02088932427397e-05	2.45413803733866e-05	1.12404260327007e-06	1.13488388074333e-06	1.52589310002905e-06
PTPRB	12	8.65522066085748e-05	2.43370937531772e-05	5.84948531238365e-05	3.72025973190665e-06	NA	4.21093288876986e-06
PTPRC	1	4.95316592499919e-05	1.33328051240739e-05	3.28995511650006e-05	1.66857336214167e-06	1.60519768068625e-06	2.47981381757429e-06
PTPRCAP	11	9.55522308991505e-06	3.15100470353478e-06	6.02871604598936e-06	3.28183578521293e-07	2.52718344067809e-08	3.93349777966745e-07
PTPRD	9	8.18566544419159e-05	2.19037521920465e-05	5.5348468976531e-05	3.09304598547384e-06	1.48938724685842e-06	3.635160025361e-06
PTPRE	10	3.92655169194249e-05	1.24106777380244e-05	2.41843105746208e-05	1.60724811741288e-06	1.03825984840958e-06	1.33206857176257e-06
PTPRF	1	0.000113825255185857	3.41630408735594e-05	7.55879760880118e-05	2.69644223391218e-06	1.36249536186883e-06	3.62565882298815e-06
PTPRG	3	6.62017175462161e-05	1.9235643613593e-05	4.34160128538784e-05	2.24224515916741e-06	1.2860804900317e-06	2.74774772433732e-06
PTPRH	19	5.53725959189966e-05	1.73801641006879e-05	3.49889490381088e-05	2.02553800020983e-06	9.6456823920209e-07	2.12066836814587e-06
PTPRJ	11	6.00609352620674e-05	1.80062692580083e-05	3.91164227580005e-05	1.66520787193757e-06	1.259476052243e-06	2.54252175320571e-06
PTPRK	6	6.15587436059555e-05	1.6405772967111e-05	4.0893028138009e-05	2.83415769032378e-06	1.406070857336e-06	2.74964796480725e-06
PTPRM	18	6.89730486183916e-05	1.96609780990722e-05	4.48739564173303e-05	2.84250477589815e-06	1.57416884318437e-06	2.78575253376025e-06
PTPRN	2	4.59705914238569e-05	1.31295878525733e-05	3.09079351242562e-05	1.00174969593118e-06	9.12340895638069e-07	1.86223566378e-06
PTPRN2	7	5.49671294152494e-05	1.86901089692293e-05	3.40923814597579e-05	1.22367409969419e-06	9.60964885860466e-07	1.93064432083724e-06
PTPRO	12	4.91030177208663e-05	1.34995307217712e-05	3.27435292711354e-05	1.73578845503664e-06	1.10390664581334e-06	2.31259265595198e-06
PTPRR	12	2.67729441141901e-05	7.17117973572399e-06	1.78937905140347e-05	1.11782358332327e-06	5.71217948121535e-07	1.25035823139094e-06
PTPRS	19	0.000125962763257593	4.05663922762934e-05	8.1178724480632e-05	2.9162752841652e-06	1.28768282271245e-06	3.70356868239586e-06
PTPRT	20	7.51411393989178e-05	2.16256714915463e-05	4.93251125910984e-05	2.74077441082324e-06	1.43073942309299e-06	2.77625133139928e-06
PTPRU	1	8.71559091124191e-05	2.6056916794199e-05	5.7332819611895e-05	2.19635271602676e-06	1.5441612133795e-06	2.74964796480725e-06
PTPRZ1	7	8.25475609350317e-05	2.3013384342909e-05	5.54326167238114e-05	2.84082461135254e-06	1.24703332000635e-06	4.40095693600576e-06
PTRF	17	3.3053551424428e-05	1.18228623871382e-05	2.08687842910229e-05	3.4297121626882e-07	1.89335302473903e-08	7.42994025050094e-07
PTRH1	9	8.66877994250304e-06	2.59988003892663e-06	5.5714332837639e-06	3.4463355092689e-07	1.31711676760454e-07	4.08551701744727e-07
PTRH2	17	6.47227711873325e-06	1.65839371586075e-06	4.45600139339596e-06	3.21399051517208e-07	1.72252355318019e-08	3.42043285183443e-07
PTRHD1	2	9.21434206974953e-06	3.01528354046577e-06	5.7655685071186e-06	3.73215433916825e-07	4.49606441053262e-08	2.67933906725751e-07
PTS	11	4.84025595826449e-06	1.34476335384226e-06	3.05524128015533e-06	1.90365542118155e-07	2.24265923531675e-07	2.77435109092514e-07
PTTG1	5	7.475855707478e-06	2.12630410236698e-06	4.99414056358722e-06	1.70426399215325e-07	1.71911037081295e-07	3.85748816068077e-07
PTTG1IP	21	7.60364679216575e-06	2.02421878203016e-06	5.0854545434957e-06	1.54290419260195e-07	3.25969184608534e-07	3.43943525659948e-07
PTTG2	4	7.38092435433592e-06	2.04136239836672e-06	5.01908314123086e-06	3.03923954446296e-07	NA	3.64846170862134e-07
PTX3	3	1.20324257283289e-05	3.65695256195609e-06	7.82076706566562e-06	3.5344243380504e-07	1.81427330541828e-07	7.25891860780864e-07
PTX4	16	3.07561402282254e-05	9.56737850967779e-06	2.0210890123179e-05	8.69080839297632e-07	9.1647346035906e-08	9.00713984314784e-07
PUF60	8	2.7309939067764e-05	8.62440802549668e-06	1.80545924564221e-05	6.09073350315213e-07	NA	1.06413466503256e-06
PUM1	1	5.4742934054609e-05	1.56579998720558e-05	3.61271920114076e-05	2.0716162182986e-06	8.68108265661555e-07	2.25938592270797e-06
PUM2	2	4.07510970569884e-05	1.03531076397261e-05	2.76282707538162e-05	1.79168916800978e-06	9.63344248553275e-07	2.02375610399528e-06
PURA	5	1.98927513591786e-05	6.55478950270403e-06	1.28572827821333e-05	4.4534590715444e-07	1.68731139027778e-08	6.13777672860069e-07
PURB	7	2.01491226038742e-05	7.33360197025227e-06	1.22434556327922e-05	5.55504627730895e-07	NA	5.94775268133934e-07
PURG	8	1.38719479568497e-05	4.05938590370059e-06	9.18437174085512e-06	5.64353413844045e-07	4.43096252726106e-08	6.13777672860069e-07
PUS1	12	2.70348830167316e-05	8.70995717099574e-06	1.77463477966187e-05	4.01178589735742e-07	1.59283600988298e-07	8.13302922547548e-07
PUS10	2	1.92207064491187e-05	4.96921297708226e-06	1.26107722952642e-05	7.98957478753175e-07	8.22416047497361e-07	1.00712745082375e-06
PUS3	11	1.87490526199562e-05	4.23883920988784e-06	1.32718907482755e-05	1.13247223880911e-06	9.21340775059638e-08	9.15915908111728e-07
PUS7	7	2.56829684047258e-05	6.75698432141676e-06	1.7213733091718e-05	1.08752481583932e-06	6.06738007182908e-07	1.25795919329622e-06
PUS7L	12	2.42362057430481e-05	6.45625381903829e-06	1.66954811972999e-05	7.67065266689377e-07	3.04347086213541e-07	1.33396881222618e-06
PUSL1	1	1.4323048431314e-05	4.54084806384374e-06	9.30203484787126e-06	2.62417203085045e-07	1.9123639610108e-07	5.77673103871425e-07
PVALB	22	5.37465400825442e-06	1.89371316692634e-06	3.27751026256177e-06	5.44630135711588e-08	1.35648469318831e-07	2.10926692533019e-07
PVR	19	2.0837367461775e-05	6.3549320050966e-06	1.35623106887566e-05	5.11393747725429e-07	3.86949037571599e-07	7.9430051781172e-07
PVRIG	7	1.56597956564008e-05	4.73152205059073e-06	1.01827494386005e-05	5.39878520586239e-07	1.80984623960063e-07	6.21378634754241e-07
PVRL1	11	3.24846045958127e-05	1.00960104669204e-05	2.1304404547518e-05	7.23321776236114e-07	3.40501106073373e-07	9.84324565134651e-07
PVRL2	19	2.60121001386294e-05	7.93619807395104e-06	1.67689548155813e-05	8.63081542302071e-07	4.24893187509554e-07	1.02422961509257e-06
PVRL3	3	1.79764366165126e-05	4.81678320169343e-06	1.22089407531417e-05	7.38277410675339e-07	1.93605047128846e-07	1.04513226028048e-06
PVRL4	1	2.8972113264724e-05	9.07759837498427e-06	1.86223746112053e-05	8.89913044723116e-07	3.61459969773415e-07	9.71022881823184e-07
PWP1	12	2.12690344181218e-05	5.48652248593982e-06	1.41332949886061e-05	1.01982251244586e-06	6.16378661635438e-07	9.53920717563393e-07
PWP2	21	5.06262931219519e-05	1.60469350950599e-05	3.24027911939929e-05	1.16609218756456e-06	9.89419868373573e-07	1.74822123537299e-06
PWWP2A	5	2.58503568292565e-05	8.17333243399718e-06	1.68415264865078e-05	8.18541441444785e-07	NA	1.06603490550593e-06
PWWP2B	10	4.07878973309598e-05	1.45814893178707e-05	2.55902278075152e-05	5.80660516298188e-07	2.00611219158193e-08	1.12304211969094e-06
PXDC1	6	1.0746657694008e-05	3.61002757073414e-06	6.78373481382201e-06	1.83797031512529e-07	1.51191641527314e-07	4.40855789794435e-07
PXDN	2	8.83626169339899e-05	2.95404128453812e-05	5.67460268026074e-05	2.05835981348544e-06	NA	2.8123559003865e-06
PXDNL	8	6.84902803053506e-05	2.08125026903533e-05	4.50353309800307e-05	2.62885075458296e-06	NA	2.78195205283131e-06
PXK	3	2.33826641513942e-05	6.54530130098782e-06	1.46856945595159e-05	1.29130609050188e-06	8.42530327005985e-07	1.10023923402161e-06
PXMP2	12	8.26711876053382e-06	2.64504412162848e-06	5.27527850975997e-06	1.62461403117055e-07	1.62438075606685e-07	3.72447132761161e-07
PXMP4	20	1.31732274748093e-05	4.12847754710552e-06	8.57606741328597e-06	3.23064403233327e-07	1.32592224279942e-07	4.04751220804665e-07
PXN	12	2.83033557930905e-05	9.54238802215748e-06	1.809063969984e-05	6.51036057685725e-07	NA	1.15154572680287e-06
PXT1	6	1.75210008947209e-06	4.2407407633272e-07	1.14353048041931e-06	1.24968165295683e-07	4.48579403855156e-08	2.56532463886578e-07
PYCARD	16	1.34992431103062e-05	4.82304453859587e-06	8.37992811199473e-06	2.1408894110641e-07	6.41885401634021e-08	3.72447132761161e-07
PYCR1	17	1.7376859049547e-05	5.6195741933105e-06	1.12315523681856e-05	1.63172237721451e-07	3.42926481809556e-07	6.08076951441992e-07
PYCR2	1	1.55092799298852e-05	4.96032894108727e-06	9.90704093062231e-06	3.87241658494696e-07	2.41395397632237e-07	6.09977191908273e-07
PYCRL	8	1.38353915213601e-05	4.28971765658599e-06	8.97096422415076e-06	2.39014028718812e-07	3.15448401036469e-07	5.45369015819405e-07
PYDC1	16	8.33305568721365e-06	2.84626418937026e-06	5.36161639402354e-06	8.42217430190911e-08	2.20026189544498e-08	1.71021642593289e-07
PYDC2	3	3.39119139181187e-06	1.00312349013224e-06	2.24274589180089e-06	1.02126738896564e-07	2.94600296519114e-08	1.86223566378e-07
PYGB	20	5.55551249000408e-05	1.80332265578974e-05	3.53364505315851e-05	9.37640824757542e-07	1.22844117085367e-06	1.60380295940702e-06
PYGL	14	3.95982282471538e-05	1.1005719106137e-05	2.62672372734065e-05	1.35093658664003e-06	9.57802794251618e-07	1.61140392133312e-06
PYGM	11	5.01234915320826e-05	1.4261791784123e-05	3.36359520355644e-05	1.25104677402428e-06	9.56703513511199e-07	1.60190271893716e-06
PYGO1	15	1.68005968102014e-05	4.80722443058743e-06	1.12613175289737e-05	6.2964086724762e-07	8.93876451585919e-08	7.98100998771299e-07
PYGO2	1	1.61579530808086e-05	4.58287673728541e-06	1.0911881184658e-05	5.76855498107218e-07	6.463463360031e-08	7.7339787260582e-07
PYHIN1	1	1.8848154499474e-05	5.00418324170832e-06	1.29061979154142e-05	6.5620886742444e-07	2.68490469283791e-07	9.36818553321091e-07
PYROXD1	12	2.03972531086949e-05	5.79016935676336e-06	1.32121534774437e-05	7.76867301998613e-07	6.04440130554957e-07	9.52020477107201e-07
PYROXD2	10	2.77864974436697e-05	8.67851856498796e-06	1.7499830630408e-05	9.54257413695999e-07	6.32151963296752e-07	1.10593995543517e-06
PYY	17	8.77905556924261e-06	3.11917788716213e-06	5.43902220761332e-06	1.11653259531826e-07	9.02721359283743e-08	1.86223566378e-07
PZP	12	5.71705746095917e-05	1.56096295030996e-05	3.76249054684313e-05	2.23750782766429e-06	1.68181416006641e-06	2.81805662184887e-06
QARS	3	3.84159710135675e-05	9.83700338514425e-06	2.60912763446307e-05	1.4311265142891e-06	1.03764554795135e-06	1.47458660725266e-06
QDPR	4	1.37748225721363e-05	4.36276044784089e-06	8.58192512282525e-06	4.26534297164284e-07	3.84863327982028e-07	4.65558915942816e-07
QKI	6	1.35603229822643e-05	3.95166423872688e-06	8.85569450077699e-06	3.99139225966553e-07	3.40095184184534e-07	6.08076951441992e-07
QPCT	2	1.57285967294415e-05	4.36763735534421e-06	1.0292064325229e-05	7.85102601226515e-07	2.69155803010469e-07	6.8788705131359e-07
QPCTL	19	2.09741887596699e-05	6.11451335475338e-06	1.41441902390636e-05	4.53888072841681e-07	2.42195561507808e-07	7.27792101259284e-07
QPRT	16	1.69806103596859e-05	6.04068063662643e-06	1.04833218789726e-05	3.27621094722388e-07	1.08738882334208e-07	5.66271661035115e-07
QRFP	9	8.27814469665829e-06	2.64316593975196e-06	5.36615795295646e-06	2.30706275002628e-07	1.925666634601e-08	2.603329448382e-07
QRFPR	4	1.95627253440479e-05	5.3471865655658e-06	1.31038934388979e-05	8.79031246328439e-07	2.19600087316244e-07	8.20903884437226e-07
QRICH1	3	3.24616515504992e-05	9.14511578105336e-06	2.14679046206257e-05	1.47793814051231e-06	3.527289610145e-07	1.47648684771666e-06
QRICH2	17	7.83449010740055e-05	1.99557204261432e-05	5.48044971684746e-05	2.7510565250711e-06	8.06435986045109e-07	3.16200014746342e-06
QRSL1	6	1.96912121334685e-05	5.37645435706009e-06	1.28688954938575e-05	8.7195298643252e-07	5.5924963959456e-07	1.00522721034032e-06
QSER1	11	5.78031906313002e-05	1.5409379627086e-05	3.92459613449191e-05	2.68400834031394e-06	4.43072800105956e-07	3.2988174615685e-06
QSOX1	1	3.08609003267278e-05	8.89487849354625e-06	2.02593054417528e-05	1.21930872612075e-06	4.6957168817723e-07	1.42137987398075e-06
QSOX2	9	3.7208880194829e-05	1.19848388773742e-05	2.34981452145056e-05	1.21653725441139e-06	4.9027285185763e-07	1.32826809078844e-06
QTRT1	19	2.83069363124648e-05	9.13698865715431e-06	1.82160113723727e-05	5.28734682782452e-07	4.0437258285798e-07	7.67697151194279e-07
QTRTD1	3	1.71285556425403e-05	4.72096500394088e-06	1.12369650519992e-05	7.20947829064696e-07	4.33022090999333e-07	7.90500036880348e-07
R3HCC1L	10	2.79389580192957e-05	7.21386969085587e-06	1.93903784796622e-05	1.09458074407213e-06	2.23592953030737e-07	1.50689069530017e-06
R3HDM1	2	4.10178150904155e-05	1.03848385008297e-05	2.7855295981194e-05	1.74149643185116e-06	1.0210404696682e-06	2.09026452058994e-06
R3HDM2	12	2.71438714739212e-05	7.3451007880178e-06	1.80526286662999e-05	1.23962695756222e-06	4.86701517046929e-07	1.85653494237618e-06
R3HDM4	19	1.40566893325727e-05	4.00784396536786e-06	9.47276419017944e-06	2.97475831896186e-07	2.58455953174437e-07	5.1116468730298e-07
R3HDML	20	1.32455600219079e-05	3.84946842119792e-06	8.83712919567053e-06	3.66118896131175e-07	1.74981681946724e-07	4.82661080207045e-07
RAB10	2	9.22016170962776e-06	2.80722811039252e-06	5.81355454703071e-06	3.59768158638547e-07	2.21617493946134e-07	3.81948335123989e-07
RAB11A	15	9.73531855858732e-06	2.30402768692075e-06	6.50830847612188e-06	6.09497851675783e-07	3.00216867997013e-07	4.12352182697908e-07
RAB11B	19	1.53116079482204e-05	5.05242117482745e-06	9.7372075584027e-06	2.23511452836276e-07	2.76656745936983e-07	4.16152663642909e-07
RAB11FIP1	8	5.70089732643292e-05	1.86796984035262e-05	3.66947296234569e-05	1.42235693424723e-06	1.97516576866843e-07	2.43990876764454e-06
RAB11FIP2	10	1.89132471450248e-05	5.45087940521013e-06	1.25938356083961e-05	6.80914961954805e-07	1.74602109350844e-07	9.74823362776155e-07
RAB11FIP3	16	3.68863313784442e-05	1.27954695986493e-05	2.26545990803204e-05	8.55400641448502e-07	5.58683091100458e-07	1.43848203825441e-06
RAB11FIP4	17	2.83213370754803e-05	8.85123387507095e-06	1.81979395506168e-05	7.26978985067992e-07	5.3191963072154e-07	1.21235342193396e-06
RAB11FIP5	2	3.47900097179668e-05	1.05947636792481e-05	2.32762895426606e-05	7.15742596317794e-07	1.77619985192585e-07	1.24275726949709e-06
RAB12	18	1.05167826058757e-05	3.11787252918542e-06	6.83720331150644e-06	3.13950717421925e-07	2.27629825698011e-07	4.65558915942816e-07
RAB13	1	1.01922672076429e-05	2.80862790457061e-06	6.69104900764844e-06	3.62689862835623e-07	3.11922465358259e-07	3.87649056547847e-07
RAB14	9	8.53144528664256e-06	2.18711136002738e-06	5.60146169523427e-06	3.36759706250334e-07	3.85848490801224e-07	4.10451942222376e-07
RAB15	14	1.10967458555111e-05	3.24642221529279e-06	7.13604647547295e-06	4.4292569905732e-07	2.50575815508498e-07	3.97150258909501e-07
RAB17	2	1.09877452942193e-05	3.66886377431763e-06	6.88916235655918e-06	2.32879678038993e-07	1.78001036527486e-07	4.04751220804665e-07
RAB18	10	7.49056416615176e-06	2.11474695993523e-06	4.78924800255493e-06	3.23544036275323e-07	2.43162861988512e-07	4.48456751688262e-07
RAB19	7	1.16555260265338e-05	3.50665468566825e-06	7.83706425711885e-06	2.09466405706403e-07	8.90604181032717e-08	4.14252423165375e-07
RAB1A	2	7.85668937417185e-06	2.27204379125959e-06	5.20831751619937e-06	3.62694890385393e-07	NA	3.91449537491461e-07
RAB1B	11	1.17833177434061e-05	3.72416486482039e-06	7.4543865238349e-06	2.67067565419579e-07	3.19550825540561e-07	3.83848575600658e-07
RAB20	13	1.34878278025047e-05	4.32228345452017e-06	8.89136941989535e-06	2.09113435613073e-07	4.41822345181097e-08	4.4655651121333e-07
RAB21	12	8.4800190798399e-06	2.32434035077227e-06	5.41875754342674e-06	3.37297065846661e-07	3.7914082915419e-07	4.29454346958384e-07
RAB22A	20	9.09524566254599e-06	2.45935583086803e-06	5.74748313062243e-06	6.30886683498387e-07	2.36683619002419e-07	3.70546892282735e-07
RAB23	6	8.50066853787682e-06	2.20474148923265e-06	5.57046966675276e-06	4.91552158327075e-07	2.20644883056695e-07	4.52257232638516e-07
RAB24	5	1.25194563257155e-05	3.4945082321051e-06	8.18899892590262e-06	3.894774869161e-07	4.2845594348003e-07	3.87649056547847e-07
RAB25	1	1.12907169113859e-05	3.02980988174232e-06	7.41438981519481e-06	5.23945744213625e-07	3.01821832735939e-07	4.06651461277502e-07
RAB26	16	9.85536361758978e-06	2.98279064251212e-06	6.32393140601283e-06	2.42375951964094e-07	2.89608092988809e-07	4.88361801625289e-07
RAB27A	15	8.52557554306043e-06	2.23178735952236e-06	5.70630247596178e-06	3.96011694115066e-07	1.7476971936049e-07	4.21853385062171e-07
RAB27B	18	8.90006926304979e-06	2.23420694923608e-06	6.14842130589303e-06	3.21396569507177e-07	1.75152521337574e-07	4.16152663642909e-07
RAB28	4	8.67084641981903e-06	2.36405732072529e-06	5.67526353272217e-06	3.70907539512482e-07	2.39264364973921e-07	4.19953144584593e-07
RAB2A	8	8.31825670076153e-06	2.16335803100165e-06	5.43010542001958e-06	4.17511642542776e-07	2.90594195343231e-07	4.04751220804665e-07
RAB2B	14	9.50434682407811e-06	2.2378195743993e-06	6.69214659585997e-06	2.39964491768288e-07	3.16557164583104e-07	4.12352182697908e-07
RAB30	11	8.22014366570247e-06	2.04800822978113e-06	5.44827146380897e-06	5.75696651038058e-07	1.34551868035658e-07	3.87649056547847e-07
RAB31	18	8.54375129206645e-06	2.21665132215158e-06	5.97135299847181e-06	3.25094303903552e-07	1.11299759400404e-08	3.72447132761161e-07
RAB32	6	1.11445237608946e-05	3.44361021838518e-06	7.18526388232389e-06	4.0441197610151e-07	8.98046634640865e-08	4.29454346958384e-07
RAB33A	X	1.33864409061093e-05	4.34655741432846e-06	8.62134672379963e-06	3.56384708665921e-07	4.56634177183262e-08	4.52257232638516e-07
RAB33B	4	1.19369065262277e-05	3.36258351612703e-06	7.96328355037576e-06	5.53307804558164e-07	4.4139847652249e-08	4.3705530885126e-07
RAB34	17	3.89611280633629e-06	9.17595382472251e-07	2.8627300804629e-06	3.36201124886217e-08	6.94642197760683e-08	3.78147854178162e-07
RAB35	12	1.22235064450818e-05	3.6082967276568e-06	7.76585439372007e-06	5.13958276807677e-07	3.21828762855138e-07	3.83848575600658e-07
