symbol	chr	start	end	case	control	p_value	p_value_adj
TAF4	20	60528525	60640866	1	0	0.338766	1
TAF4B	18	23805900	23971649	1	0	0.336866	1
TAF5	10	105127724	105148822	0	1	1	1
TAF6L	11	62538775	62554814	0	1	1	1
TAF8	6	42018251	42055199	2	1	0.266673	1
TAF9	5	68660570	68665840	1	0	0.344966	1
TAGAP	6	159455500	159466184	1	0	0.340966	1
TAGLN2	1	159887897	159895522	1	0	0.349565	1
TAL2	9	108424738	108425393	2	0	0.113289	1
TAMM41	3	11831916	11888393	3	0	0.0391961	1
TANC1	2	159825146	160089170	0	2	1	1
TANGO6	16	68877507	69119083	1	0	0.338866	1
TAPT1	4	16162128	16229033	1	0	0.339066	1
TARBP1	1	234527059	234614849	3	0	0.0389961	1
TARDBP	1	11072401	11086477	3	0	0.0378962	1
TARS	5	33440802	33469644	1	0	0.347365	1
TAS1R2	1	19166093	19186176	3	0	0.0340966	1
TAS2R1	5	9629109	9712490	0	1	1	1
TAS2R10	12	10977916	10978957	1	0	0.340866	1
TAS2R13	12	11060525	11062161	1	0	0.340866	1
TAS2R14	12	11090005	11324172	0	3	1	1
TAS2R19	12	11174218	11175219	0	1	1	1
TAS2R30	12	11285557	11287243	0	1	1	1
TAS2R31	12	11182986	11184006	0	1	1	1
TAS2R39	7	142880512	142881528	23	197	1	1
TAS2R41	7	143174966	143175889	0	1	1	1
TAS2R42	12	11338599	11339543	0	2	1	1
TAS2R43	12	11243886	11286843	0	1	1	1
TAS2R46	12	11213964	11214893	0	1	1	1
TAS2R60	7	143140546	143141502	0	1	1	1
TAS2R7	12	10954131	10955226	1	0	0.340866	1
TAS2R8	12	10958650	10959892	1	0	0.340866	1
TAS2R9	12	10961736	10962767	1	0	0.340866	1
TASP1	20	13370039	13619587	2	0	0.120188	1
TAT	16	71599563	71611033	1	0	0.336466	1
TATDN1	8	125500726	125551699	0	1	1	1
TATDN2	3	10289707	10322902	3	0	0.0365963	1
TATDN3	1	212965170	212989968	1	0	0.345465	1
TAX1BP1	7	27778950	27884183	1	1	0.567043	1
TAX1BP3	17	3566190	3571976	2	3	0.558844	1
TBC1D1	4	37892708	38140796	0	18	1	1
TBC1D10A	22	30687979	30723035	5	1	0.020098	1
TBC1D10B	16	30368423	30381585	2	0	0.113189	1
TBC1D10C	11	67171386	67177560	1	0	0.344266	1
TBC1D12	10	96162261	96295687	2	0	0.118588	1
TBC1D14	4	6910969	7034845	3	0	0.0382962	1
TBC1D15	12	72233487	72321028	1	2	1	1
TBC1D17	19	50380682	50392006	1	3	1	1
TBC1D20	20	416124	443197	1	1	0.567843	1
TBC1D21	15	74165949	74181555	0	1	1	1
TBC1D22A	22	47158514	47571342	6	5	0.131287	1
TBC1D26	17	15603006	15648097	2	11	1	1
TBC1D2B	15	78276378	78370066	0	1	1	1
TBC1D3	17	36337711	36358166	3	0	0.0364964	1
TBC1D30	12	65174973	65274812	1	0	0.349365	1
TBC1D32	6	121400640	121655891	5	1	0.0186981	1
TBC1D3F	17	36283971	36294915	3	0	0.0364964	1
TBC1D3K	17	36283960	36294909	3	0	0.0364964	1
TBC1D4	13	75858801	76056250	0	2	1	1
TBC1D5	3	17198654	18486309	2	9	1	1
TBC1D7	6	13266774	13328815	2	1	0.272473	1
TBC1D8	2	101624079	101869328	0	1	1	1
TBC1D9	4	141541919	141677274	2	0	0.118188	1
TBCA	5	76986991	77164604	1	0	0.353165	1
TBCC	6	42712219	42713834	2	0	0.115988	1
TBCD	17	80709940	80903798	1	2	1	1
TBCE	1	235530675	235612283	1	0	0.346565	1
TBCEL	11	120894781	120961484	2	0	0.118288	1
TBCK	4	106962756	107242652	1	1	0.564044	1
TBK1	12	64845660	64895888	1	0	0.349365	1
TBL1XR1	3	176737143	176915184	1	4	1	1
TBL3	16	2022038	2032934	5	1	0.0213979	1
TBPL1	6	134273308	134311570	2	1	0.268473	1
TBPL2	14	55880259	55923444	3	0	0.0410959	1
TBRG4	7	45139699	45151646	2	0	0.126687	1
TBX10	11	67398774	67407031	1	7	1	1
TBX15	1	119425669	119532179	2	0	0.112689	1
TBX18	6	85397069	85474237	3	0	0.0410959	1
TBX2	17	59477257	59486827	2	0	0.118388	1
TBX20	7	35242042	35293758	2	0	0.112189	1
TBX4	17	59529765	59562471	1	0	0.343966	1
TBXAS1	7	139476850	139720125	2	4	1	1
TCAF1	7	143548468	143599291	3	94	1	1
TCAF2	7	143318043	143427502	1	5	1	1
TCAIM	3	44379611	44450943	0	1	1	1
TCAP	17	37820440	37822808	3	0	0.040396	1
TCEANC2	1	54519260	54578192	0	1	1	1
TCEB3B	18	44558943	44561992	1	0	0.338366	1
TCEB3C	18	44554573	44556449	1	0	0.338366	1
TCEB3CL	18	44548658	44550534	1	0	0.338366	1
TCEB3CL2	18	44542731	44544371	1	0	0.338366	1
TCERG1	5	145826874	145891524	0	1	1	1
TCF15	20	584441	591042	1	1	0.567843	1
TCF20	22	42556019	42739622	3	0	0.0379962	1
TCF21	6	134210276	134216691	2	0	0.119888	1
TCF25	16	89939994	89977792	5	1	0.0181982	1
TCF3	19	1609289	1652604	1	0	0.331367	1
TCF4	18	52889562	53332018	2	1	0.271973	1
TCF7	5	133450402	133487556	1	0	0.352465	1
TCFL5	20	61472467	61493115	1	0	0.338766	1
TCIRG1	11	67806483	67818362	1	0	0.344266	1
TCN1	11	59620273	59634048	1	0	0.348565	1
TCP1	6	160199530	160210781	1	0	0.340966	1
TCP10L	21	33947151	33959683	5	1	0.020098	1
TCP10L2	6	167559902	167610401	8	23	1	1
TCP11L1	11	33060963	33127489	0	1	1	1
TCP11L2	12	106695707	106740793	1	0	0.344766	1
TCTA	3	49449639	49453908	1	0	0.337966	1
TCTE1	6	44246480	44265425	1	1	0.565243	1
TCTEX1D4	1	45271585	45272347	1	0	0.336066	1
TCTN2	12	124155660	124192950	1	1	0.564644	1
TCTN3	10	97423153	97453900	3	0	0.039696	1
TDP1	14	90421283	90511112	1	0	0.340166	1
TDP2	6	24650205	24667261	0	1	1	1
TDRD12	19	33210659	33320486	1	1	0.574943	1
TDRD15	2	21346789	21366144	1	0	0.349165	1
TDRD3	13	60970591	61148012	1	0	0.343966	1
TDRP	8	439792	495781	4	7	0.556044	1
TEAD3	6	35441374	35464853	0	1	1	1
TEAD4	12	3068496	3149839	0	1	1	1
TECR	19	14627897	14676792	2	0	0.117688	1
TECTA	11	120971882	121062202	2	0	0.118288	1
TEF	22	41763337	41795330	1	0	0.343466	1
TEFM	17	29224354	29233838	2	0	0.113889	1
TEK	9	27109139	27230173	1	1	0.570743	1
TEKT1	17	6692452	6735080	0	3	1	1
TEKT3	17	15207128	15244958	8	7	0.10329	1
TEKT4	2	95537178	95542574	0	1	1	1
TELO2	16	1543345	1560458	4	5	0.369763	1
TENM2	5	166711804	167691162	2	0	0.115288	1
TENM4	11	78363876	79151992	0	1	1	1
TEP1	14	20833826	20881588	1	0	0.342366	1
TERF2	16	69389464	69442474	1	0	0.338866	1
TERF2IP	16	75681684	75795770	1	0	0.336466	1
TERT	5	1253262	1295184	1	1	0.570943	1
TES	7	115850547	115898837	1	0	0.332467	1
TESC	12	117476728	117537284	0	2	1	1
TESK2	1	45809555	45956838	1	2	1	1
TET1	10	70320413	70454239	0	1	1	1
TET2	4	106067032	106200973	2	0	0.121788	1
TEX10	9	103064359	103115221	1	0	0.344766	1
TEX101	19	43905648	43922749	0	7	1	1
TEX12	11	112038095	112043282	3	0	0.0380962	1
TEX15	8	30689060	30748122	0	1	1	1
TEX19	17	80317123	80321652	1	0	0.338066	1
TEX22	14	105864916	105916443	1	341	1	1
TEX36	10	127265091	127371713	4	1	0.0507949	1
TEX37	2	88824169	88829102	0	2	1	1
TEX40	11	64067918	64072242	3	0	0.0380962	1
TEX43	5	125967414	125971979	2	1	0.268673	1
TEX9	15	56536207	56738195	1	0	0.339066	1
TF	3	133464800	133497850	2	0	0.115788	1
TFAP2A	6	10393419	10419892	5	1	0.0188981	1
TFAP4	16	4307187	4323076	2	0	0.118888	1
TFB1M	6	155578643	155635627	3	0	0.0382962	1
TFB2M	1	246703862	246729626	0	3	1	1
TFDP2	3	141663270	141868386	3	0	0.0353965	1
TFEB	6	41651716	41703997	2	0	0.115988	1
TFEC	7	115575202	115799950	1	0	0.332467	1
TFF1	21	43782391	43786703	4	8	1	1
TFF2	21	43766466	43771237	4	8	1	1
TFIP11	22	26887191	26908471	1	0	0.337966	1
TFPI2	7	93514709	93520303	3	0	0.0408959	1
TGFA	2	70674412	70781325	1	0	0.350565	1
TGFB1	19	41807492	41859816	0	3	1	1
TGFB1I1	16	31482906	31489281	0	1	1	1
TGFB2	1	218519577	218617961	1	6	1	1
TGFBI	5	135364584	135399507	1	1	0.568943	1
TGFBR1	9	101866320	101916474	0	1	1	1
TGFBR2	3	30647994	30735634	1	0	0.336266	1
TGFBR3	1	92145900	92371892	1	1	0.571443	1
TGFBRAP1	2	105880848	105946491	0	1	1	1
TGIF2	20	35201891	35222353	1	0	0.334667	1
TGIF2-C20orf24	20	35202956	35240787	1	0	0.334667	1
TGM2	20	36755789	36794980	1	0	0.334667	1
TGM3	20	2276647	2321724	0	1	1	1
THADA	2	43457975	43823185	0	13	1	1
THAP10	15	71173681	71185124	1	0	0.341966	1
THAP11	16	67875985	67878098	1	0	0.338866	1
THAP2	12	72056789	72074419	1	2	1	1
THAP4	2	242523820	242576864	0	3	1	1
THAP5	7	108194987	108210194	1	2	1	1
THAP6	4	76439156	76475683	0	1	1	1
THAP7	22	21353393	21356485	110	382	1	1
THAP9	4	83821837	83841122	3	0	0.0414959	1
THBD	20	23026270	23030378	1	0	0.343466	1
THBS1	15	39873280	39891667	2	0	0.115388	1
THBS4	5	79287134	79379110	1	0	0.336666	1
THEGL	4	57396775	57469673	1	0	0.340466	1
THEM6	8	143808621	143818345	0	1	1	1
THEMIS	6	128029217	128239776	3	0	0.0387961	1
THEMIS2	1	28199054	28213196	3	0	0.0416958	1
THNSL2	2	88469814	88486155	1	1	0.559544	1
THOC3	5	175344876	175461683	0	39	1	1
THOC6	16	3074028	3077756	1	0	0.342166	1
THOP1	19	2785458	2815805	0	1	1	1
THPO	3	184089723	184095932	2	0	0.116988	1
THRA	17	38214543	38250120	1	0	0.339266	1
THRAP3	1	36690017	36770958	0	1	1	1
THSD1	13	52951302	52980629	0	1	1	1
THSD4	15	71389291	72075722	4	7	0.549445	1
THSD7A	7	11409984	11871824	2	15	1	1
THSD7B	2	137523115	138435287	1	7	1	1
THUMPD1	16	20744986	20753406	0	1	1	1
THUMPD2	2	39963200	40006407	1	2	1	1
TIA1	2	70436576	70475792	1	0	0.350565	1
TIAL1	10	121331314	121356541	2	0	0.119288	1
TIAM2	6	155153831	155578857	4	1	0.0530947	1
TICAM1	19	4815944	4831716	2	1	0.263174	1
TICRR	15	90118713	90174287	1	0	0.343066	1
TIFA	4	113195698	113207059	0	1	1	1
TIGD2	4	90032651	90036050	1	0	0.336466	1
TIGD3	11	65122238	65125084	1	0	0.344666	1
TIGD5	8	144680005	144685394	2	2	0.425757	1
TIGD6	5	149372681	149380730	0	1	1	1
TIGD7	16	3348832	3355729	2	0	0.115788	1
TIMELESS	12	56810157	56843187	1	0	0.347865	1
TIMM10	11	57295936	57298276	1	0	0.348565	1
TIMM21	18	71815746	71827765	0	1	1	1
TIMM23	10	51592088	51623390	1	0	0.338766	1
TIMM23B	10	51371390	51387768	1	0	0.338766	1
TIMM8B	11	111955524	111957522	2	0	0.113689	1
TIMM9	14	58875212	58894332	1	0	0.338166	1
TIMP3	22	33197687	33259030	4	1	0.0454955	1
TIMP4	3	12194551	12200851	1	0	0.342966	1
TINAG	6	54172657	54254950	0	1	1	1
TIPIN	15	66628544	66679084	0	1	1	1
TISP43	2	131328402	131341734	1	0	0.334467	1
TJAP1	6	43445261	43474294	2	1	0.260274	1
TJP1	15	29991571	30261068	5	31	1	1
TJP2	9	71736180	71870124	1	1	0.564244	1
TJP3	19	3708107	3750811	2	0	0.110989	1
TK2	16	66541906	66586447	2	0	0.113889	1
TLDC1	16	84510027	84587639	7	9	0.285971	1
TLDC2	20	35504524	35522638	1	0	0.334667	1
TLE1	9	84198598	84304220	2	1	0.277172	1
TLE2	19	2997636	3047633	1	7	1	1
TLE3	15	70340129	70390515	2	0	0.120388	1
TLE4	9	82186688	82341797	1	0	0.339966	1
TLE6	19	2977444	2995182	0	7	1	1
TLK1	2	171847333	172087824	2	0	0.118688	1
TLL2	10	98124363	98273675	2	0	0.118588	1
TLN2	15	62682725	63136830	0	3	1	1
TLR4	9	120466610	120479149	1	0	0.333467	1
TM4SF1	3	149086809	149095652	1	1	0.556944	1
TM4SF18	3	149036285	149052201	1	1	0.556944	1
TM4SF20	2	228226872	228246711	0	1	1	1
TM4SF4	3	149191761	149221068	1	0	0.331567	1
TM6SF2	19	19375173	19384200	1	0	0.342366	1
TM7SF2	11	64879317	64883856	1	0	0.344666	1
TM9SF2	13	100153671	100216260	2	0	0.109489	1
TM9SF3	10	98277866	98347209	2	0	0.118588	1
TM9SF4	20	30697309	30755061	1	0	0.340966	1
TMA7	3	48481667	48485616	2	1	0.264374	1
TMBIM1	2	219138915	219157309	1	0	0.343966	1
TMBIM4	12	66529626	66563852	1	0	0.349365	1
TMC3	15	81623558	81666554	0	1	1	1
TMCC2	1	205197304	205242471	0	1	1	1
TMCO1	1	165693530	165796992	1	0	0.341766	1
TMCO4	1	20008706	20126438	2	1	0.265273	1
TMCO5A	15	38214140	38259925	2	0	0.115388	1
TMED1	19	10943114	10946994	2	1	0.275672	1
TMED3	15	79603404	79719774	1	0	0.340066	1
TMED4	7	44617493	44621886	3	0	0.040396	1
TMED5	1	93615299	93646285	1	0	0.339866	1
TMED6	16	69377151	69385712	1	0	0.338866	1
TMED9	5	177019159	177023125	1	0	0.340666	1
TMEFF1	9	103235395	103339918	1	0	0.344766	1
TMEFF2	2	192813769	193060435	1	0	0.345365	1
TMEM104	17	72772622	72835918	2	0	0.121688	1
TMEM106A	17	41363854	41372061	3	0	0.040496	1
TMEM106B	7	12250867	12282993	0	2	1	1
TMEM107	17	8076555	8079717	1	0	0.344066	1
TMEM108	3	132757235	133116636	2	0	0.110289	1
TMEM114	16	8587607	8622304	1	2	1	1
TMEM115	3	50392180	50397041	1	0	0.337966	1
TMEM117	12	44229770	44783545	3	1	0.118388	1
TMEM120A	7	75616155	75623977	3	0	0.0386961	1
TMEM120B	12	122150658	122220907	1	0	0.340766	1
TMEM121	14	105992940	105996539	1	283	1	1
TMEM127	2	96914254	96931732	0	1	1	1
TMEM128	4	4237269	4249939	3	0	0.0382962	1
TMEM130	7	98444111	98468394	3	0	0.0413959	1
TMEM132B	12	125671382	126146923	2	42	1	1
TMEM132C	12	128751948	129192460	2	2	0.423058	1
TMEM132D	12	129556270	130388211	2	67	1	1
TMEM132E	17	32907768	32966337	0	1	1	1
TMEM134	11	67229181	67236743	1	0	0.344266	1
TMEM135	11	86748886	87034800	2	1	0.267973	1
TMEM136	11	120195838	120204391	1	0	0.340166	1
TMEM140	7	134832824	134850967	1	0	0.345965	1
TMEM144	4	159122756	159176563	1	3	1	1
TMEM145	19	42817477	42829214	1	0	0.342066	1
TMEM14A	6	52535907	52551386	1	0	0.348665	1
TMEM14B	6	10747992	10852986	5	1	0.0188981	1
TMEM14C	6	10723148	10731362	5	1	0.0188981	1
TMEM150B	19	55824169	55845416	1	0	0.340166	1
TMEM151B	6	44238203	44275243	1	1	0.565243	1
TMEM163	2	135213330	135476570	0	2	1	1
TMEM165	4	56262124	56319564	2	0	0.117888	1
TMEM167A	5	82348665	82373682	1	0	0.333267	1
TMEM168	7	112402437	112430647	2	0	0.118088	1
TMEM169	2	216946589	216967506	1	0	0.343966	1
TMEM170A	16	75476952	75499395	1	1	0.560544	1
TMEM170B	6	11538511	11583757	5	1	0.0188981	1
TMEM175	4	926175	952444	21	32	0.234577	1
TMEM176A	7	150497491	150502208	2	0	0.115688	1
TMEM178A	2	39892122	39945103	1	1	0.569143	1
TMEM178B	7	140774032	141180180	0	1	1	1
TMEM179	14	104941015	105071984	0	2	1	1
TMEM179B	11	62554887	62557877	0	1	1	1
TMEM180	10	104221152	104236802	1	1	0.571243	1
TMEM181	6	158957468	159056460	1	0	0.340966	1
TMEM184A	7	1581871	1600457	5	1	0.019798	1
TMEM184B	22	38615298	38669040	1	0	0.346165	1
TMEM184C	4	148538534	148593195	3	0	0.0394961	1
TMEM19	12	72079867	72098826	1	2	1	1
TMEM190	19	55888204	55889612	1	0	0.340166	1
TMEM192	4	165991760	166129701	1	1	0.562844	1
TMEM196	7	19758933	19813221	1	0	0.345465	1
TMEM198	2	220408385	220415317	1	0	0.343966	1
TMEM200B	1	29445940	29450447	3	0	0.0416958	1
TMEM204	16	1578689	1605581	3	5	0.551245	1
TMEM205	19	11453452	11457194	2	1	0.276372	1
TMEM207	3	190146444	190167665	3	0	0.0381962	1
TMEM208	16	67261006	67263181	1	0	0.338866	1
TMEM213	7	138482697	138522846	1	0	0.343166	1
TMEM222	1	27648636	27662891	2	0	0.120388	1
TMEM223	11	62539101	62559493	0	1	1	1
TMEM229A	7	123670970	123673077	0	1	1	1
TMEM230	20	5048878	5093749	2	0	0.112089	1
TMEM231	16	75570642	75590184	1	3	1	1
TMEM232	5	109624934	110074657	0	10	1	1
TMEM235	17	76227391	76237068	1	0	0.344466	1
TMEM236	10	17794251	17842867	1	0	0.343766	1
TMEM237	2	202484907	202508293	0	2	1	1
TMEM238	19	55890613	55895966	1	0	0.340166	1
TMEM240	1	1470554	1475833	1	0	0.333867	1
TMEM241	18	20777108	21017925	1	1	0.556744	1
TMEM242	6	157710418	157744633	3	0	0.0406959	1
TMEM243	7	86825476	86849903	1	0	0.341566	1
TMEM244	6	130152389	130182692	0	1	1	1
TMEM245	9	111777432	111882225	2	0	0.113289	1
TMEM246	9	104235453	104295819	3	1	0.113189	1
TMEM247	2	46656329	46711564	1	2	1	1
TMEM252	9	71151496	71155783	1	0	0.350265	1
TMEM253	14	21567096	21571883	2	9	1	1
TMEM258	11	61535973	61560274	1	0	0.343766	1
TMEM260	14	56955072	57117324	2	2	0.419858	1
TMEM261	9	7796490	7888380	0	1	1	1
TMEM262	11	64852451	64856847	1	0	0.344666	1
TMEM265	16	30751702	30755602	1	1	0.565143	1
TMEM30C	3	99904668	99913035	0	1	1	1
TMEM38A	19	16771938	16800840	3	0	0.039996	1
TMEM38B	9	108456825	108538893	3	3	0.335566	1
TMEM40	3	12775024	12810956	0	1	1	1
TMEM41B	11	9302201	9336327	0	1	1	1
TMEM44	3	194308402	194354418	1	0	0.348865	1
TMEM5	12	64173583	64203338	1	0	0.349365	1
TMEM50B	21	34804792	34852318	4	1	0.0477952	1
TMEM52B	12	10323141	10344400	0	1	1	1
TMEM55A	8	92006024	92053292	3	0	0.039896	1
TMEM55B	14	20925878	20929771	1	0	0.342366	1
TMEM56	1	95582894	95663163	1	0	0.339866	1
TMEM56-RWDD3	1	95583479	95712781	1	0	0.339866	1
TMEM59	1	54492354	54519177	0	1	1	1
TMEM59L	19	18718240	18731849	2	0	0.117088	1
TMEM61	1	55446465	55457966	0	1	1	1
TMEM63A	1	226033237	226070069	0	1	1	1
TMEM63B	6	44094651	44123256	1	1	0.565243	1
TMEM64	8	91634223	91803860	2	0	0.117288	1
TMEM67	8	94767072	94831462	2	0	0.114889	1
TMEM68	8	56608983	56685966	0	2	1	1
TMEM74	8	109619079	109799844	0	1	1	1
TMEM74B	20	1161205	1166059	0	1	1	1
TMEM78	1	229385383	229387557	1	0	0.336466	1
TMEM86B	19	55738007	55740632	1	0	0.340166	1
TMEM87A	15	42502650	42565861	0	1	1	1
TMEM87B	2	112812800	112876895	2	1	0.269673	1
TMEM88	17	7758383	7759417	2	1	0.272373	1
TMEM89	3	48658192	48659288	2	1	0.265273	1
TMEM8A	16	420773	437113	8	11	0.310669	1
TMEM9	1	201103900	201140702	1	0	0.339966	1
TMEM91	19	41856816	41889988	0	1	1	1
TMEM92	17	48348767	48358846	0	4	1	1
TMEM95	17	7258442	7260538	0	1	1	1
TMF1	3	69068978	69101454	1	0	0.341966	1
TMIGD2	19	4292229	4302428	3	1	0.116288	1
TMOD2	15	52043758	52108565	1	1	0.570743	1
TMOD3	15	52121825	52239492	1	1	0.570743	1
TMOD4	1	151142462	151148760	0	1	1	1
TMPPE	3	33131913	33138293	1	0	0.336266	1
TMPRSS11A	4	68775103	68829858	1	0	0.346065	1
TMPRSS11D	4	68686594	68749750	1	0	0.346065	1
TMPRSS2	21	42836478	42903043	4	1	0.050395	1
TMPRSS3	21	43791999	43816955	4	12	1	1
TMPRSS4	11	117947727	117992605	0	1	1	1
TMPRSS5	11	113558272	113577095	1	1	0.556944	1
TMPRSS7	3	111753690	111800116	0	6	1	1
TMTC1	12	29653773	29937692	1	1	0.565443	1
TMTC2	12	83080659	83528649	17	44	1	1
TMTC3	12	88536073	88593664	2	0	0.125487	1
TMTC4	13	101256181	101327347	3	1	0.117788	1
TMUB1	7	150778167	150780633	1	0	0.344366	1
TMUB2	17	42264338	42269099	1	0	0.333267	1
TMX2	11	57480072	57508445	1	0	0.348565	1
TMX2-CTNND1	11	57480077	57559058	1	0	0.348565	1
TMX3	18	66340925	66382535	0	2	1	1
TNC	9	117781857	117880536	2	0	0.113989	1
TNF	6	31543344	31546113	0	102	1	1
TNFAIP2	14	103589779	103603776	0	1	1	1
TNFAIP3	6	138188325	138204449	3	0	0.0432957	1
TNFAIP6	2	152214106	152236562	1	0	0.345765	1
TNFAIP8L1	19	4639530	4655580	2	1	0.263174	1
TNFAIP8L2	1	151129105	151132225	0	1	1	1
TNFAIP8L3	15	51348795	51397473	2	0	0.117588	1
TNFRSF10A	8	23047965	23082639	0	1	1	1
TNFRSF10B	8	22877646	22926692	0	1	1	1
TNFRSF10C	8	22941868	22974950	0	3	1	1
TNFRSF10D	8	22993101	23021543	0	3	1	1
TNFRSF11A	18	59992520	60058525	0	1	1	1
TNFRSF11B	8	119935796	119964439	1	0	0.337866	1
TNFRSF12A	16	3068446	3072384	2	0	0.119588	1
TNFRSF13B	17	16833130	16875432	1	0	0.343066	1
TNFRSF13C	22	42318027	42322822	3	0	0.0379962	1
TNFRSF17	16	12058964	12061925	1	0	0.343266	1
TNFRSF1B	1	12227060	12269285	2	0	0.117488	1
TNFRSF6B	20	62328021	62330037	2	1	0.262174	1
TNFRSF8	1	12123434	12204264	3	0	0.0378962	1
TNFSF12	17	7452208	7461207	2	0	0.112789	1
TNFSF12-TNFSF13	17	7452416	7464918	2	0	0.112789	1
TNFSF13	17	7461609	7464925	2	0	0.112789	1
TNFSF15	9	117546915	117568406	1	4	1	1
TNFSF8	9	117655623	117692875	1	0	0.333467	1
TNIK	3	170779128	171178197	0	1	1	1
TNIP1	5	150409506	150473138	0	1	1	1
TNK2	3	195590235	195638816	2	0	0.111889	1
TNKS1BP1	11	57067112	57092426	1	0	0.348565	1
TNKS2	10	93558069	93625033	1	0	0.336766	1
TNNI1	1	201372896	201398994	1	0	0.339966	1
TNNI2	11	1860219	1862910	0	5	1	1
TNNI3	19	55663135	55669141	1	0	0.340166	1
TNNI3K	1	74701085	75010112	1	2	1	1
TNNT1	19	55644162	55660722	1	0	0.340166	1
TNNT2	1	201328136	201346890	1	0	0.339966	1
TNNT3	11	1940792	1959936	0	3	1	1
TNP1	2	217724181	217724787	1	0	0.343966	1
TNPO1	5	72112139	72212560	1	0	0.337966	1
TNPO2	19	12810008	12834825	3	1	0.124688	1
TNRC18	7	5346421	5465045	5	1	0.0216978	1
TNRC6A	16	24741016	24838953	1	0	0.344566	1
TNS1	2	218664512	218867718	1	0	0.343966	1
TNS3	7	47314752	47622156	1	0	0.344166	1
TNS4	17	38632080	38657849	1	0	0.341166	1
TNXB	6	32008931	32083111	1	0	0.344866	1
TOB2	22	41829496	41843027	2	0	0.119588	1
TOE1	1	45805342	45809647	0	1	1	1
TOLLIP	11	1295601	1330884	2	0	0.117588	1
TOM1	22	35695268	35743987	1	0	0.335566	1
TOM1L2	17	17746825	17875736	3	0	0.0384962	1
TOMM20	1	235272651	235292251	1	0	0.346565	1
TOMM20L	14	58862634	58875419	1	0	0.338166	1
TOMM6	6	41755400	41757636	2	0	0.115988	1
TOMM7	7	22852247	22862471	1	1	0.569643	1
TONSL	8	145654158	145669827	3	1	0.117588	1
TOP1	20	39657458	39753127	1	0	0.334667	1
TOP1MT	8	144386554	144442149	1	1	0.572643	1
TOP2A	17	38544768	38574202	1	0	0.341166	1
TOP3A	17	18174742	18218321	2	0	0.117788	1
TOP3B	22	22311397	22337213	6	12	1	1
TOPBP1	3	133317019	133380737	1	0	0.337166	1
TOX3	16	52471917	52581714	0	2	1	1
TOX4	14	21944756	21967319	2	27	1	1
TP53	17	7565097	7590868	2	1	0.272373	1
TP53I11	11	44907454	44972857	3	1	0.119188	1
TP53INP1	8	95938200	95961639	1	0	0.342066	1
TP53INP2	20	33292094	33301243	1	0	0.340666	1
TP53TG3	16	32684849	32688053	6	144	1	1
TP53TG3B	16	33261515	33264719	20	114	1	1
TP53TG3C	16	33204156	33264727	21	125	1	1
TP53TG3E	16	33204980	33208176	21	32	0.243476	1
TP63	3	189349205	189615068	3	18	1	1
TPCN2	11	68816365	68858072	2	1	0.274673	1
TPD52	8	80946980	81143467	1	0	0.343166	1
TPD52L1	6	125440195	125585553	2	0	0.115788	1
TPD52L2	20	62496581	62522898	2	0	0.113189	1
TPD52L3	9	6328375	6331900	2	1	0.270873	1
TPGS2	18	34357610	34409179	2	0	0.114189	1
TPH2	12	72332626	72580398	1	2	1	1
TPK1	7	144149034	144533488	0	2	1	1
TPM1	15	63334831	63364114	0	1	1	1
TPM4	19	16177831	16213815	3	0	0.0387961	1
TPMT	6	18128542	18155305	4	2	0.108789	1
TPPP	5	659977	693510	8	6	0.0641936	1
TPPP2	14	21492268	21504435	2	5	1	1
TPPP3	16	67423712	67427438	1	0	0.338866	1
TPR	1	186280784	186344825	0	1	1	1
TPRG1	3	188665003	189043093	3	0	0.0381962	1
TPRG1L	1	3541566	3546691	2	0	0.112789	1
TPRX1	19	48304500	48322308	0	211	1	1
TPRXL	3	13978756	14124311	0	4	1	1
TPSAB1	16	1290697	1292555	5	5	0.229977	1
TPSB2	16	1277272	1280185	5	20	1	1
TPSD1	16	1306060	1308999	5	2	0.0506949	1
TPSG1	16	1271651	1275257	5	48	1	1
TPST1	7	65670186	65885530	0	1	1	1
TPST2	22	26917949	26992681	1	0	0.337966	1
TPTE	21	10906201	11029719	24	113	1	1
TPTE2	13	19997017	20110902	1	4	1	1
TRA2A	7	23544399	23571660	1	0	0.340866	1
TRABD2B	1	48226200	48462567	1	1	0.561844	1
TRADD	16	67188083	67194201	1	0	0.338866	1
TRAF3	14	103243813	103377837	0	1	1	1
TRAF3IP1	2	239229082	239309541	1	0	0.336966	1
TRAF3IP2	6	111877657	111927481	1	0	0.337866	1
TRAF3IP3	1	209929377	209955665	1	1	0.566343	1
TRAF5	1	211499957	211548288	0	1	1	1
TRAIP	3	49866032	49894007	1	0	0.337966	1
TRAM1L1	4	118004710	118006732	0	2	1	1
TRANK1	3	36868311	36986548	1	2	1	1
TRAP1	16	3701640	3767598	10	6	0.0180982	1
TRAPPC1	17	7833663	7835441	2	1	0.272373	1
TRAPPC10	21	45432200	45526433	3	0	0.040396	1
TRAPPC12	2	3383446	3488865	0	2	1	1
TRAPPC13	5	64920543	64962060	1	0	0.344966	1
TRAPPC2L	16	88922628	88929094	4	16	1	1
TRAPPC3L	6	116816152	116866773	3	0	0.0405959	1
TRAPPC6A	19	45666186	45681495	0	1	1	1
TRAPPC8	18	29409136	29533099	1	1	0.561544	1
TRAPPC9	8	140742586	141468678	2	1	0.268373	1
